Dates,Program,Mission,Artist,Song,Comment,Genre,Style,Year,Discogs Master,Discogs URI
2009-08-30,SPACE SHUTTLE,STS-128,Toby Mac,Made To Love,was played for Mission Specialist Nicole Stott.,Pop,,2006.0,,https://www.discogs.com/tobyMac-Made-To-Love/release/2636043
2009-08-31,SPACE SHUTTLE,STS-128,Gloria Estefan,Mi Tierra,was played for Mission Specialist Jose Hernandez.,Electronic,Afro-Cuban Jazz,1993.0,https://api.discogs.com/masters/104925,https://www.discogs.com/Gloria-Estefan-Mi-Tierra/master/104925
2009-09-01,SPACE SHUTTLE,STS-128,The Indiana University Band,"Indiana, Our Indiana","was played for Pilot Kevin Ford, born in Indiana and on his first spaceflight.",,,,,
2009-09-02,SPACE SHUTTLE,STS-128,Louis Armstrong,What A Wonderful World,was played for Mission Specialist Christer Fuglesang.,Jazz,,1976.0,https://api.discogs.com/masters/196285,https://www.discogs.com/Louis-Armstrong-What-A-Wonderful-World/release/4576712
2009-09-03,SPACE SHUTTLE,STS-128,33 Miles,There Is A God,was played for Mission Specialist Patrick Forrester.,,,,,
2009-09-04,SPACE SHUTTLE,STS-128,Louis Armstrong,What A Wonderful World,was played for Mission Specialist Danny Olivas.,Jazz,,1976.0,https://api.discogs.com/masters/196285,https://www.discogs.com/Louis-Armstrong-What-A-Wonderful-World/release/4576712
2009-09-05,SPACE SHUTTLE,STS-128,Alfredo Jimenez,El Hijo Del Pueblo,was played for Mission Specialist Jose Hernandez.,,,,,
2009-09-06,SPACE SHUTTLE,STS-128,Andrew Peterson,Rocket,was played for Mission Specialist Pat Forrester.,,,,,
2009-09-07,SPACE SHUTTLE,STS-128,Jeremy Kay,Only One,was played for Mission Specialist Danny Olivas.,,,,,
2009-09-08,SPACE SHUTTLE,STS-128,U2,Beautiful Day,"was played for Mission Specialist Tim Kopra, the Shuttle's newest crew member.",Rock,Acoustic,2000.0,https://api.discogs.com/masters/62959,https://www.discogs.com/U2-Beautiful-Day/master/62959
2009-09-09,SPACE SHUTTLE,STS-128,Rod Stewart,Sailing,was played for Mission Specialist Christer Fuglesang.,Rock,Folk Rock,1975.0,https://api.discogs.com/masters/68413,https://www.discogs.com/Rod-Stewart-Sailing/release/2197370
2009-09-10,SPACE SHUTTLE,STS-128,The Beatles,Good Day Sunshine,was played for Pilot Kevin Ford.,Rock,Beat,1996.0,https://api.discogs.com/masters/649321,https://www.discogs.com/The-Beatles-Here-There-And-Everywhere-Good-Day-Sunshine/release/3513887
2009-09-11,SPACE SHUTTLE,STS-128,Aaron Tippin,Big Boy Toys,was played for Commander Rick Sturckow.,,,,,
2009-11-17,SPACE SHUTTLE,STS-129,MercyMe,I Can Only Imagine,"was played for Mission Specialist Barry Wilmore, a tune selected by his wife Deanna to mark his first career spaceflight. What a very pleasant song to wake up to, thank you for playing that, Wilmore radioed Mission Control. Thanks to my wife for selecting it.",Pop,,2001.0,https://api.discogs.com/masters/851948,https://www.discogs.com/MercyMe-I-Can-Only-Imagine/release/7161496
2009-11-18,SPACE SHUTTLE,STS-129,Stevie Wonder,Higher Ground,was played for Mission Specialist Robert L. Satcher Jr.,Funk / Soul,Soul,1973.0,https://api.discogs.com/masters/157084,https://www.discogs.com/Stevie-Wonder-Higher-Ground/master/157084
2009-11-19,SPACE SHUTTLE,STS-129,Newsboys,In Wonder,"was played for Mission Specialist Randy Bresnik, a tune chosen for Bresnik by his wife. Thanks to my wonderful wife Rebecca for that song and the wonder of creation that's going on inside of her and what's going to happen tomorrow, Bresnik radioed Mission Control.",Rock,Pop Rock,2009.0,,https://www.discogs.com/Newsboys-In-Wonder/release/2683809
2009-11-20,SPACE SHUTTLE,STS-129,Sister Sledge,We Are Family,was played for Mission Specialist Leland Melvin.,Electronic,House,1996.0,https://api.discogs.com/masters/259921,https://www.discogs.com/Sister-Sledge-We-Are-Family/master/259921
2009-11-21,SPACE SHUTTLE,STS-129,The Isley Brothers,Voyage To Atlantis,was played for Mission Specialist Robert Satcher.,Funk / Soul,,1977.0,https://api.discogs.com/masters/249486,https://www.discogs.com/The-Isley-Brothers-Voyage-To-Atlantis/release/3942407
2009-11-22,SPACE SHUTTLE,STS-129,Bob Carlisle,Butterfly Kisses,"was played for Mission Specialist Randy Bresnik. Responding to the wake-up call from Houston, he delivered the news that his wife Rebecca had given birth, saying good morning, Houston. Good morning, Rebecca, good morning, Wyatt, and good morning to our little girl. I just wanted to take this opportunity to report some good news, he said later in the morning. At 11:04 last night, Abigail Bresnik joined the NASA family and momma and baby are doing very well. I'm very thankful for everyone ... that's been so supportive and so helpful the last couple of days with everything that's been going on. The shuttle crew's wakeup music, chosen by Bresnik's wife, was a song titled Butterfly Kisses, which starts off with the lyrics: There's two things I know for sure: She was sent here from heaven and she's daddy's little girl.",Rock,Ballad,1997.0,https://api.discogs.com/masters/481852,https://www.discogs.com/Bob-Carlisle-Butterfly-Kisses/release/4028555
2009-11-23,SPACE SHUTTLE,STS-129,Larry Whitehair,Space Rise,was played for Mission Specialist Mike Foreman.,,,,,
2009-11-24,SPACE SHUTTLE,STS-129,United States Marine Corps Band,The Marines' Hymn,was played for STS-129 Commander Charlie Hobaugh.,,,,,
2009-11-25,SPACE SHUTTLE,STS-129,Eric Rigler,Amazing Grace,"from the 1995 movie Braveheart, performed by Eric Rigler on bagpipes, was played for STS-129 Pilot Barry Wilmore.",,,,,
2009-11-26,SPACE SHUTTLE,STS-129,Frank Sinatra,Fly Me To The Moon,was played for Mission Specialist Nicole Stott.,Pop,,,,https://www.discogs.com/Frank-Sinatra-Fly-Me-To-The-Moon/release/10855629
2009-11-27,SPACE SHUTTLE,STS-129,Motley Crue,Home Sweet Home,was played for the entire crew.,Rock,Hard Rock,1985.0,https://api.discogs.com/masters/483297,https://www.discogs.com/M%C3%B6tley-Cr%C3%BCe-Home-Sweet-Home/master/483297
2010-02-08,SPACE SHUTTLE,STS-130,Brandon Heath,Give Me Your Eyes,played for Pilot Terry Virts.,Rock,,2009.0,,https://www.discogs.com/Brandon-Heath-Give-Me-Your-Eyes/release/3881762
2010-02-09,SPACE SHUTTLE,STS-130,Bob Seger,Katmandu,was played for Commander George Zamka.,Rock,Acoustic,1975.0,https://api.discogs.com/masters/558074,https://www.discogs.com/Bob-Seger-Katmandu/release/10490123
2010-02-10,SPACE SHUTTLE,STS-130,Richard Strauss,Also Sprach Zarathustra,played for Mission Specialist Nicholas Patrick. The song is most widely known as the theme from the movie 2001: A Space Odyssey.,,,,,
2010-02-11,SPACE SHUTTLE,STS-130,U2,Beautiful Day,played for Mission Specialist Kay Hire.,Rock,Acoustic,2000.0,https://api.discogs.com/masters/62959,https://www.discogs.com/U2-Beautiful-Day/master/62959
2010-02-12,SPACE SHUTTLE,STS-130,Sonny Rhodes,The Ballad Of Serenity,the Firefly TV show theme song played for Mission Specialist Bob Behnken.,,,,,
2010-02-13,SPACE SHUTTLE,STS-130,Delbert McClinton,Too Much Stuff,played for Mission Specialist Stephen Robinson.,Rock,Country Rock,1998.0,,https://www.discogs.com/Delbert-McClinton-Too-Much-Stuff-/release/12338970
2010-02-14,SPACE SHUTTLE,STS-130,Unidentified,Forty Years On The Harrow School (London) Song,for Harrow  alumnus Mission Specialist Nicholas Patrick.,,,,,
2010-02-15,SPACE SHUTTLE,STS-130,Tool,Parabola,for Mission Specialist Robert Behnken.,Rock,Prog Rock,2006.0,https://api.discogs.com/masters/1608,https://www.discogs.com/Tool-Parabola/release/1624678
2010-02-16,SPACE SHUTTLE,STS-130,Jimmy Buffett,Window On The World,"played for Mission Specialist Kathryn Hire. That song is very appropriate today, said Endeavour mission specialist Kay Hire. On a day that we'll be working on opening our new window on the world. Our wakeup music today on Endeavour was Jimmy Buffett's 'Window on the World,' astronaut Steve Robinson observed. I think that came from Kay's family. Ah, lovely, Patrick replied.",,,,,
2010-02-17,SPACE SHUTTLE,STS-130,Johnny A,Oh Yeah,Played for Mission Specialist Stephen Robinson.,Rock,Blues Rock,1999.0,,https://www.discogs.com/Johnny-A-Oh-Yeah/release/2149051
2010-02-18,SPACE SHUTTLE,STS-130,Steven Curtis Chapman,I'M Gonna Be (500 Miles),played for Pilot Terry Virts.,,,,,
2010-02-19,SPACE SHUTTLE,STS-130,Newsboys,In Wonder,played for Pilot Terry Virts.,Rock,Pop Rock,2009.0,,https://www.discogs.com/Newsboys-In-Wonder/release/2683809
2010-02-20,SPACE SHUTTLE,STS-130,Cake,The Distance,played for all six astronauts from their flight control team in the Mission Control Center in Houston.,Rock,Alternative Rock,1996.0,https://api.discogs.com/masters/1238264,https://www.discogs.com/Cake-The-Distance/master/1238264
2010-02-21,SPACE SHUTTLE,STS-130,Unidentified,The Marines' Hymn,"played for Commander George Zamka, who is a colonel in the Marine Corps.",Brass & Military,,1944.0,,https://www.discogs.com/Continentals-Military-Band-The-Marines-Hymn-The-Rangers/release/12142725
2010-04-05,SPACE SHUTTLE,STS-131,Steve Green,Find Us Faithful,"It was played for veteran Mission Specialist Clayton Anderson, who spent 152 days as a member of the Station's Expedition 15 crew in 2007.",Pop,Religious,1988.0,,https://www.discogs.com/Steve-Green-Find-Us-Faithful/release/2979366
2010-04-06,SPACE SHUTTLE,STS-131,Chris Tomlin,I Will Rise,was played for Pilot James P. Dutton Jr.,,,,,
2010-04-07,SPACE SHUTTLE,STS-131,Joe Hisaishi,The Pigeon And A Boy,played for Japan Aerospace Exploration Agency astronaut Naoko Yamazaki.,,,,,
2010-04-08,SPACE SHUTTLE,STS-131,Idina Menzel and Kristin Chenoweth,Defying Gravity,"from the musical Wicked, played for Mission Specialist Dottie Metcalf-Lindenburger.",,,,,
2010-04-09,SPACE SHUTTLE,STS-131,Bon Jovi,We Weren't Born To Follow,played for Mission Specialist Rick Mastracchio.,Rock,,2009.0,https://api.discogs.com/masters/325237,https://www.discogs.com/Bon-Jovi-We-Werent-Born-To-Follow/master/325237
2010-04-10,SPACE SHUTTLE,STS-131,Ella Fitzgerald,Stairway To The Stars,played for Mission Specialist Stephanie Wilson.,Jazz,Vocal,,https://api.discogs.com/masters/606314,https://www.discogs.com/Ella-Fitzgerald-Stairway-To-The-Stars/release/11128650
2010-04-11,SPACE SHUTTLE,STS-131,Andrea Bocelli,Because We Believe,for Commander Alan G. Poindexter.,Pop,Ballad,2006.0,,https://www.discogs.com/Andrea-Bocelli-Marco-Borsato-Because-We-Believe/release/626435
2010-04-12,SPACE SHUTTLE,STS-131,Indigo Girls,Galileo,for Mission Specialist Dottie Metcalf- Lindenburger and the rest of the crew.,Rock,Folk Rock,1992.0,https://api.discogs.com/masters/123208,https://www.discogs.com/Indigo-Girls-Galileo/release/2239964
2010-04-13,SPACE SHUTTLE,STS-131,Mike Hyden,Miracle Of Flight,played for Mission Specialist Clayton Anderson.,,,,,
2010-04-14,SPACE SHUTTLE,STS-131,Seiko Matsuda,The Earth In The Color Of Lapis Lazuli,for Naoko Yamazaki.,,,,,
2010-04-15,SPACE SHUTTLE,STS-131,Unidentified,Theme From Stargate,played for Mission Specialist Rick Mastracchio.,,,,,
2010-04-16,SPACE SHUTTLE,STS-131,Newsboys,Joy,selected for Pilot James P. Dutton Jr.,,,,,
2010-04-17,SPACE SHUTTLE,STS-131,Louis Armstrong,What A Wonderful World,for Mission Specialist Stephanie Wilson.,Jazz,,1976.0,https://api.discogs.com/masters/196285,https://www.discogs.com/Louis-Armstrong-What-A-Wonderful-World/release/4576712
2010-04-18,SPACE SHUTTLE,STS-131,Unidentified,The Star Spangled Banner,played for Commander Alan G. Poindexter.,Pop,Vocal,1968.0,https://api.discogs.com/masters/591051,https://www.discogs.com/Jose-Feliciano-The-Star-Spangled-Banner/release/4339151
2010-04-19,SPACE SHUTTLE,STS-131,Willie Nelson,On The Road Again,for the crew.,"Folk, World, & Country",Country,1993.0,https://api.discogs.com/masters/188736,https://www.discogs.com/Willie-Nelson-On-The-Road-Again/release/3840989
2010-05-15,SPACE SHUTTLE,STS-132,Billy Joel,You'Re My Home,The song was played for Commander Ken Ham.,Rock,Pop Rock,1981.0,https://api.discogs.com/masters/289552,https://www.discogs.com/Billy-Joel-Youre-My-Home/release/2569790
2010-05-16,SPACE SHUTTLE,STS-132,Lynyrd Skynyrd,Sweet Home Alabama,was played for Tony Antonelli.,Rock,Southern Rock,1992.0,https://api.discogs.com/masters/793081,https://www.discogs.com/Lynyrd-Skynyrd-Sweet-Home-Alabama/master/793081
2010-05-17,SPACE SHUTTLE,STS-132,Matt Maher,Alive Again,was played for Mike Good.,Pop,Pop Rock,2009.0,https://api.discogs.com/masters/1481170,https://www.discogs.com/Matt-Maher-Alive-Again/master/1481170
2010-05-18,SPACE SHUTTLE,STS-132,The Village People,Macho Man,was played for Garrett Reisman.,,,,,
2010-05-19,SPACE SHUTTLE,STS-132,The Rolling Stones,Start Me Up,was played for Piers Sellers.,Rock,Rock & Roll,1981.0,https://api.discogs.com/masters/54224,https://www.discogs.com/The-Rolling-Stones-Start-Me-Up/master/54224
2010-05-20,SPACE SHUTTLE,STS-132,Elvis Costello,Welcome To The Working Week,was played for Stephen Bowen.,Rock,Alternative Rock,2007.0,,https://www.discogs.com/Elvis-Costello-Welcome-To-The-Working-Week-Demo-Lovers-Walk/release/1731866
2010-05-21,SPACE SHUTTLE,STS-132,JJ Cale,Traveling Light,was played for Piers Sellers.,,,,,
2010-05-22,SPACE SHUTTLE,STS-132,Matt Redman,Lord We Have Seen The Rising Sun,was played for Mission Specialist Mike Good.,,,,,
2010-05-23,SPACE SHUTTLE,STS-132,"10,000 Maniacs",These Are Days,was played for Pilot Tony Antonelli.,Rock,Pop Rock,1992.0,https://api.discogs.com/masters/74597,https://www.discogs.com/10000-Maniacs-These-Are-Days/release/1199753
2010-05-24,SPACE SHUTTLE,STS-132,Unidentified,The Theme To Wallace And Gromit,was played for Steve Bowen.,,,,,
2010-05-25,SPACE SHUTTLE,STS-132,Jay Z and Alicia Keys,Empire State Of Mind,was played for Garrett Reisman.,,,,,
2010-05-26,SPACE SHUTTLE,STS-132,Muse,Supermassive Black Hole,was played for Ken Ham.,Rock,Alternative Rock,2006.0,https://api.discogs.com/masters/11068,https://www.discogs.com/Muse-Supermassive-Black-Hole/release/1499980
2011-02-25,SPACE SHUTTLE,STS-133,Brian Stokes Mitchell,Through Heaven's Eyes,on the The Prince of Egypt soundtrack. The song was played for Mission Specialist Michael Barratt.,,,,,
2011-02-26,SPACE SHUTTLE,STS-133,Riders in the Sky,Woody's Roundup,which was played for Mission Specialist Alvin Drew.,Children's,,2000.0,https://api.discogs.com/masters/697103,https://www.discogs.com/Riders-In-The-Sky-Woodys-Roundup/release/8761780
2011-02-27,SPACE SHUTTLE,STS-133,The Manhattan Transfer,Java Jive,was played for Commander Steve Lindsey.,Jazz,Big Band,1975.0,,https://www.discogs.com/The-Manhattan-Transfer-Java-Jive/release/9824424
2011-02-28,SPACE SHUTTLE,STS-133,Davy Knowles and Back Door Slam,Oh What A Beautiful Morning,was played for Mission Specialist Nicole Stott.,,,,,
2011-03-01,SPACE SHUTTLE,STS-133,The Turtles,Happy Together,The song was played for Mission Specialist Steve Bowen.,Rock,Pop Rock,1974.0,https://api.discogs.com/masters/263680,https://www.discogs.com/The-Turtles-Happy-Together/master/263680
2011-03-02,SPACE SHUTTLE,STS-133,Coldplay,The Speed Of Sound,It was played for Pilot Eric Boe.,Electronic,Progressive House,2005.0,https://api.discogs.com/masters/26905,https://www.discogs.com/Coldplay-The-Speed-Of-Sound/release/771254
2011-03-03,SPACE SHUTTLE,STS-133,U2,City Of Blinding Lights,It was for all the crew members.,Rock,,2016.0,https://api.discogs.com/masters/1140443,https://www.discogs.com/U2-City-Of-Blinding-Lights/release/8470251
2011-03-04,SPACE SHUTTLE,STS-133,Unidentified,Star Trek Fight Song,"The Ritual/Ancient Battle/2nd Kroykah, from volume two of Star Trek: The Original Television Soundtrack - better known as the Star Trek fight song was played for the crew. The song was chosen by the crew's training team.",,,,,
2011-03-05,SPACE SHUTTLE,STS-133,Bowling for Soup,Ohio (Come Back To Texas),which was played for the whole crew.,Rock,,2005.0,,https://www.discogs.com/Bowling-For-Soup-Ohio-Come-Back-To-Texas/release/3800092
2011-03-06,SPACE SHUTTLE,STS-133,Prism,Spaceship Superstar,It was chosen for all Discovery crew members by the team of flight controllers who have been supporting them overnight throughout the mission.,Rock,Classic Rock,1977.0,https://api.discogs.com/masters/374681,https://www.discogs.com/Prism-Spaceship-Superstar/release/6674891
2011-03-07,SPACE SHUTTLE,STS-133,Alexander Courage,Theme From Star Trek,"served as the wake up music for Discovery's crew at 2:23 a.m. It received the second most public votes from a Top 40 list in a Space Shuttle Program-sponsored song contest (671,134 votes (27 percent of the total). The top two songs with the most votes from that list earned the right to be played as wake up music for Discovery's crew during its final mission. As a bonus, actor William Shatner recorded a special introduction to the song: Space, the final frontier. These have been the voyages of the Space Shuttle Discovery. Her 30 year mission: To seek out new science. To build new outposts. To bring nations together on the final frontier. To boldly go, and do, what no spacecraft has done before. It was a fitting beginning to the day that will see Discovery undock from the space station for the last time. Discovery was the first space shuttle to dock to the International Space Station, during the STS-96 mission in 1999, marking just one time it did what no spacecraft had done before.",,,,,
2011-03-08,SPACE SHUTTLE,STS-133,Big Head Todd and the Monsters,Blue Sky,"The song was performed live by Todd Park Mohr, vocalist and lead guitarist of the band, accompanied by fellow band mates Brian Nevin, Rob Squires and Jeremy Lawton. The song received the most votes in NASA's Top 40 song contest receiving 722,662 votes (29 percent of the 2,463,774 total). It was originally written as a tribute to the space program and workforce, and is routinely played in concert by the four-member band. The live performance was the first time a shuttle crew has been awakened live from Mission Control, Houston. That was terrific, Lindsey radioed down to Mohr. We really appreciate it and congratulations on winning the contest. Mohr, with his three band members in the control center, thanked Lindsey for his courage, bravery and your effort in just giving all of us a better shot at knowing more. It's very inspirational to the arts as well.",,,,,
2011-03-09,SPACE SHUTTLE,STS-133,Gwyneth Paltrow,Coming Home,chosen by the International Space Station flight control teams that supported the crew.,"Folk, World, & Country",Country,2010.0,,https://www.discogs.com/Gwyneth-Paltrow-Coming-Home/release/10159160
2011-05-16,SPACE SHUTTLE,STS-134,U2,Beautiful Day,"The song was played for Commander Mark Kelly. Wounded U.S. Rep. Gabrielle Giffords helped start the first full work day in space for her husband and the crew of the space shuttle Endeavour with the song. It's the same song Giffords sent as a wake-up call to Mark Kelly in 2006 when they were just dating. But this time the message-of-hope lyrics seemed to have a special meaning given her recovery from being shot in the head Jan. 8 in Arizona. This time the song was from Giffords and Kelly's two daughters. It's good to be waking up in space again, Kelly radioed back to Earth. I want to thank Gabby, Claudia and Claire for that great wake up song. It's always good to hear U2 and 'Beautiful Day' in space.",Rock,Acoustic,2000.0,https://api.discogs.com/masters/62959,https://www.discogs.com/U2-Beautiful-Day/master/62959
2011-05-17,SPACE SHUTTLE,STS-134,Train,Drops Of Jupiter,"played for Pilot Greg Johnson, a tune selected for Johnson by his family and radioed up to the shuttle by Mission Control. I love that song and I love being in space, Johnson radioed Mission Control. Johnson thanked his teenage son Matt for choosing the song and apologized for missing his birthday, which is tomorrow. And I want to say that's a perfect way to start an exciting rendezvous day!",Rock,Alternative Rock,2001.0,https://api.discogs.com/masters/148129,https://www.discogs.com/Train-Drops-Of-Jupiter/release/8027116
2011-05-18,SPACE SHUTTLE,STS-134,Jose Serrano,Luna,for his friend Greg Chamitoff,,,,,
2011-05-19,SPACE SHUTTLE,STS-134,Unidentified,We All Do What We Can Do.,"The song was sent up for Mike Fincke by shuttle thermal protection system engineer Dan Keenan, and Kenny McLaughlin, a Kennedy Space Center launch pad engineer. The two shuttle workers created the song to honor those who have helped make the space program a success.",Rock,,1970.0,https://api.discogs.com/masters/917627,https://www.discogs.com/Grin-We-All-Sung-Together-See-What-A-Love-Can-Do/release/7758123
2011-05-20,SPACE SHUTTLE,STS-134,Tragically Hip,In View,The song was played for Andrew Feustel.,Rock,,2006.0,https://api.discogs.com/masters/905964,https://www.discogs.com/The-Tragically-Hip-In-View/master/905964
2011-05-21,SPACE SHUTTLE,STS-134,Ligabue,Il Mio Pensiero,The song was played for Roberto Vittori.,,,,,
2011-05-22,SPACE SHUTTLE,STS-134,Foo Fighters,Times Like These,for Mission Specialist Andrew Feustel.,Rock,Alternative Rock,2003.0,https://api.discogs.com/masters/62187,https://www.discogs.com/Foo-Fighters-Times-Like-These/release/1847748
2011-05-23,SPACE SHUTTLE,STS-134,Zero Assoluto,Svegliarsi La Mattina (Woke Up This Morning),uplinked especially for Mission Specialist Roberto Vittori of Italy.,,,,,
2011-05-24,SPACE SHUTTLE,STS-134,Matchbox 20,Real World,for shuttle Pilot Greg Johnson.,,,,,
2011-05-25,SPACE SHUTTLE,STS-134,Rush,Countdown,"played for Mission Specialist Mike Fincke. Fincke described how his friends Greg Shurtz and NASA employee Ken Fisher chose the song because the band was inspired to write it and the album Signals after viewing the launch of STS-1. Fincke went on to say the song was played as a tribute to the space shuttle program, which has inspired people around the world.",Rock,Hard Rock,1982.0,https://api.discogs.com/masters/62905,https://www.discogs.com/Rush-Countdown/release/584732
2011-05-26,SPACE SHUTTLE,STS-134,Unidentified,"Fun, Fun, Fun","A modified version of the song Fun, Fun, Fun with shuttle-themed lyrics, played for all six STS-134 crew members.",,,,,https://www.discogs.com/artist/6536530-FunFunFun
2011-05-27,SPACE SHUTTLE,STS-134,Michael FitzPatrick,Will You Carry Me?,"FitzPatrick has been an Electrical, Environmental, Consumables, and Mechanical flight controller at NASA's Johnson Space Center for more than 20 years and supported 80 missions.",,,,,
2011-05-28,SPACE SHUTTLE,STS-134,Clint Black,Galaxy Song,The song was dedicated to the whole crew by the flight control team.,,,,,
2011-05-29,SPACE SHUTTLE,STS-134,Calexico,Slowness,"was played for Kelly. Mark Kelly picked Calexico's Slowness as a wake-up call to honor his wife, Congresswoman Gabrielle Giffords, and her hometown, Tucson. Kelly tells mission control in Houston that Gabby really wants to get back there and is really looking forward to that, so it's an appropriate song. That's coming soon.",,,,,
2011-05-30,SPACE SHUTTLE,STS-134,Brain Plunkett,Dreams You Give,"The original composition Dreams You Give by Brain Plunkett, the second place winner in the Space Shuttle Program's Original Song Contest, which drew more than 1,300 entries. More than a million votes were cast online by the general public to choose two songs from among 10 finalists to be played to the astronauts.",,,,,
2011-05-31,SPACE SHUTTLE,STS-134,Stormy Mondays,Sunrise Number 1,"This song was chosen in an online vote of the general public as the winner in the Space Shuttle Program's Original Song Contest, which attracted 1350 entrants.",,,,,
2011-07-09,SPACE SHUTTLE,STS-135,Coldplay,Viva La Vida,"a song picked by STS-135 Pilot Doug Hurley. The song was accompanied by a special good morning message recorded by employees at NASA's Marshall Spaceflight Center in Huntsville, Alabama, the NASA center that has managed the Space Shuttle's solid rocket boosters, main engines and external tank throughout the program's history.",Rock,Pop Rock,2008.0,https://api.discogs.com/masters/26631,https://www.discogs.com/Coldplay-Viva-La-Vida/master/26631
2011-07-10,SPACE SHUTTLE,STS-135,Electric Light Orchestra,Mr. Blue Sky,played for Commander Chris Ferguson.,Rock,Pop Rock,1977.0,https://api.discogs.com/masters/71398,https://www.discogs.com/Electric-Light-Orchestra-Mr-Blue-Sky/release/7558067
2011-07-11,SPACE SHUTTLE,STS-135,Chumbawamba,Tubthumping,played for Mission Specialist Sandy Magnus.,Electronic,Breakbeat,1997.0,https://api.discogs.com/masters/6993,https://www.discogs.com/Chumbawamba-Tubthumping/release/120047
2011-07-12,SPACE SHUTTLE,STS-135,Matthew West,More,played for Mission Specialist Rex Walheim.,,,,,
2011-07-13,SPACE SHUTTLE,STS-135,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)","Flight Day 6 was kick-started for the STS-135 astronauts with a special wake-up message from Elton John and one of the legendary performer's greatest hits. Rocket Man debuted around the time of the Apollo 16 mission, which sent men to the moon for the fifth time. The four-and-a-half minute song, which describes a long-term space bound astronaut's mixed feelings at leaving his family to do his job, has been played to awaken four shuttle crews aboard Discovery and Atlantis. Rocket Man also, one of NASA's top 40 wakeup call songs listed for voter selection during a contest to commemorate the Space Shuttle Discovery and Endeavour's last missions, earned nearly 5,000 votes from the public. The song inspired by space exploration woke up the final space shuttle crew of Atlantis one last time: Good morning Atlantis, this is Elton John. We wish you much success on your mission. A huge thank you to all the men and women at NASA who worked on the shuttle for the last three decades.",Rock,Pop Rock,1972.0,https://api.discogs.com/masters/444775,https://www.discogs.com/Elton-John-Rocket-Man-I-Think-Its-Going-To-Be-A-Long-Long-Time/release/4733658
2011-07-14,SPACE SHUTTLE,STS-135,R.E.M.,Man On The Moon,"Michael Stipe front man for R.E.M. started  the crew's day with an A capella version of the group's hit, Man on the Moon. On recording this song for the Atlantis' last crew Stipe said, I recorded 'Man on The Moon' for NASA in Venice, Italy, where Galileo first presented to the Venetian government his eight-power telescope, and in 1610 wrote 'The Starry Messenger' (Sidereus Nuncius), an account of his early astronomical discoveries that altered forever our view of our place in the universe. Good morning, Atlantis, he said. This is Michael Stipe from R.E.M. We wish you much success on your mission, and thank all the women and men at NASA who have worked on shuttle for three decades. From Earth, a very good morning to you.",Rock,Pop Rock,1992.0,https://api.discogs.com/masters/57874,https://www.discogs.com/REM-Man-On-The-Moon/master/57874
2011-07-15,SPACE SHUTTLE,STS-135,The Beatles,Good Day Sunshine,"Sir Paul McCartney greeted the Atlantis crew with The Beatles favorite Good Day Sunshine. Good morning guys, wake up! And good luck on this, your last mission. Well done, McCartney said in a message recorded pre-launch for the final space shuttle crew.",Rock,Beat,1996.0,https://api.discogs.com/masters/649321,https://www.discogs.com/The-Beatles-Here-There-And-Everywhere-Good-Day-Sunshine/release/3513887
2011-07-16,SPACE SHUTTLE,STS-135,Beyonce,Run The World (Girls),"After being awakened by a special greeting from songstress Beyonce Knowles. Beyonce also known as Sasha Fierce was born in Houston, also home of the final shuttle astronauts: Chris Ferguson, Doug Hurley, Sandy Magnus and Rex Walheim. Beyonce brought it on orbit when Girls was played for the entire crew as a tribute to the final shuttle mission and also to women in space: Good morning Atlantis, this is Beyonce. Sandy, Chris, Doug and Rex, you inspire all of us to dare to live our dreams, to know that we're smart enough and strong enough to achieve them. This song is especially for my girl, Sandy, and and all the women who've taken us to space with them and the girls who are our future explorers. http://www.archive.org/details/STS-134",Electronic,RnB/Swing,2011.0,https://api.discogs.com/masters/516647,https://www.discogs.com/Beyonc%C3%A9-Run-The-World-Girls/release/6095459
2011-07-17,SPACE SHUTTLE,STS-135,Kool and the Gang,Celebration,"played for Mission Specialist Sandy Magnus. The song was accompanied by a special good morning message recorded by employees at NASA's Stennis Space Center in southern Mississippi, the NASA center that is home to the test stands that verified each of the main engines that helped propel space shuttles into low Earth orbit, including the three used in the STS-135 launch. Good morning Atlantis, from your friends at Stennis Space Center, Stennis employees said. It's time to fire up your engines - laissez les bons temps rouler! Laissez les bons temps rouler, is a Cajun French phrase that translates Let the good times roll. was in good working order before it was installed.",Funk / Soul,,1992.0,,https://www.discogs.com/Kool-The-Gang-Celebration/release/2515305
2011-07-18,SPACE SHUTTLE,STS-135,Keith Urban,Days Go By,"which was played for Mission Specialist Rex Walheim. The song was accompanied by a special good morning message recorded by employees at NASA's Johnson Space Center in Houston, TX. The NASA center is home not only to the astronaut corps, but also Mission Control and the Space Shuttle Program. Good morning, Atlantis, from all of us at the Johnson Space Center! chorused an auditorium-full of Johnson employees in a message recorded before Atlantis' launch. Have a great mission!",Rock,Country Rock,2005.0,https://api.discogs.com/masters/502127,https://www.discogs.com/Keith-Urban-Days-Go-By/release/2337114
