Dates,Program,Mission,Artist,Song,Comment,Genre,Style,Year,Discogs Master,Discogs URI
2011-07-19,SPACE SHUTTLE,STS-135,Coldplay,Don't Panic,which was played for Pilot Doug Hurley. This was the last wakeup song played for a shuttle crew while docked to the International Space Station. Coldplay's Viva la Vida was the wakeup music for the crew on Flight Day 2.,Rock,Pop Rock,2001.0,https://api.discogs.com/masters/27294,https://www.discogs.com/Coldplay-Dont-Panic/master/27294
2011-07-20,SPACE SHUTTLE,STS-135,Aaron Copland,Fanfare For The Common Man,"played for Commander Chris Ferguson. It was followed by a prerecorded message from Kennedy Space Center employees. Three ...two ... one ... Good morning, Atlantis! the group said. Kennedy salutes you. See you back at wheels stop! Kennedy is home to the space shuttle fleet, along with its launch pads and the people who prepared the shuttles for each trip into space.",Classical,,1997.0,https://api.discogs.com/masters/1002503,https://www.discogs.com/Copland-Fanfare-For-The-Common-Man/release/1915360
2011-07-21,SPACE SHUTTLE,STS-135,Kate Smith,God Bless America,"Kate Smith's rendition of Irving Berlin's God Bless America woke Commander Chris Ferguson, Pilot Doug Hurley and Mission Specialists Sandy Magnus and Rex Walheim. But unlike most wakeup songs, which are played in honor of a particular crew member, this one was dedicated to all the men and women who have worked for the Space Shuttle Program in the past three decades... the men and women who put their heart and soul into the shuttle program for all these years, as Capcom Shannon Lucid told the crew. Ferguson said it was an appropriate song for their last day in space.",Pop,Vocal,,https://api.discogs.com/masters/1018959,https://www.discogs.com/Kate-Smith-God-Bless-America/master/1018959
2002-02-02,INTERNATIONAL SPACE STATION (ISS),INTERNATIONAL SPACE STATION (ISS),Carl Waltz,Heartbreak Hotel,"Elvis, also known as Carl Walz, treated the teachers to a new version of Heartbreak Hotel during a live video-conference between teachers attending ISSEC and the Expedition Four Crew during ISS Educator Conference at Space Center Houston.",,,,,
2005-11-13,INTERNATIONAL SPACE STATION (ISS),INTERNATIONAL SPACE STATION (ISS),Paul McCartney,Good Day Sunshine,,Rock,,1990.0,https://api.discogs.com/masters/209326,https://www.discogs.com/Paul-McCartney-Birthday-Good-Day-Sunshine/release/2344380
2005-11-13,INTERNATIONAL SPACE STATION (ISS),INTERNATIONAL SPACE STATION (ISS),Paul McCartney,English Tea,,,,,,
2018-07-20,INTERNATIONAL SPACE STATION (ISS),INTERNATIONAL SPACE STATION (ISS),Kraftwerk,Spacelab,"On 20 July 2018 around 21:50 local time, ESA astronaut Alexander Gerst welcomed the legendary electronic band Kraftwerk and 7500 visitors to the Jazz Open Festival on Stuttgart's Schlossplatz – live from the International Space Station, where he will live and work until mid-December 2018. During the call with space, Kraftwerk founding member Ralf Hütter and Alexander played a special duet version of the track Spacelab, for which Alexander had a tablet computer configured with virtual synthesizers on board.",Electronic,Synth-pop,1978.0,https://api.discogs.com/masters/599668,https://www.discogs.com/Kraftwerk-Spacelab/release/2993528
1997-07-04:Sol 4,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,"Paul Reiser, Don Was",The Final Frontier (Theme From Mad About You),The team sent their wakeup call to Mars as a joke (it's not like a spacecraft would need music) and the team enjoyed it enough that it became a tradition. The Mad About You production office was surprised by the choice and put out a press release noting the unusual use for their theme song. They even used a clip of the Mars team playing the music in the end credits of one of their shows. PC,,,,,
1997-07-04:Sol 5,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Bob Marley,Three Little Birds,,Reggae,Reggae,1980.0,https://api.discogs.com/masters/168600,https://www.discogs.com/Bob-Marley-The-Wailers-Three-Little-Birds/master/168600
1997-07-04:Sol 6,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Glenn Miller,In The Mood,With live accompaniment by Chief Engineer Rob ManningW,Jazz,Big Band,1986.0,,https://www.discogs.com/Glenn-Miller-In-The-Mood/release/12168291
1997-07-04:Sol 8,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Brazilian Samba,Coisinha Do Pai,,,,,,
1997-07-04:Sol 12,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Randy Newman,You'Ve Got A Friend,,Pop,Pop Rock,1996.0,https://api.discogs.com/masters/281543,https://www.discogs.com/Randy-Newman-Youve-Got-A-Friend-In-Me-/release/8106301
1997-07-04:Sol 13,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Genesis,"Follow You, Follow Me",,Rock,Pop Rock,1982.0,https://api.discogs.com/masters/262667,https://www.discogs.com/Genesis-Follow-You-Follow-Me/release/8565423
1997-07-04:Sol 14,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Richard Strauss,Also Sprach Zarathustra,Theme from 2001: A Space Odyssey,,,,,
1997-07-04:Sol 17,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Del Amitri,Roll To Me,,Rock,,1995.0,https://api.discogs.com/masters/126770,https://www.discogs.com/Del-Amitri-Roll-To-Me/release/1972546
1997-07-04:Sol 18,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Ray Charles,Let The Good Times Roll,,Pop,Vocal,,,https://www.discogs.com/Ray-Charles-Let-The-Good-Times-Roll/release/11168665
1997-07-04:Sol 19,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Dire Straits,So Far Away,,Rock,Classic Rock,1985.0,https://api.discogs.com/masters/23911,https://www.discogs.com/Dire-Straits-So-Far-Away/master/23911
1997-07-04:Sol 20,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,The Eagles,Life In The Fast Lane,,,,,,
1997-07-04:Sol 21,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Richard Wagner,Ride Of The Valkyries,,Classical,Romantic,1980.0,,https://www.discogs.com/Wagner-Ride-Of-The-Valkyries/release/1031370
1997-07-04:Sol 22,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Talking Heads,"Wild, Wild Life",,Rock,Indie Rock,1986.0,https://api.discogs.com/masters/39400,https://www.discogs.com/Talking-Heads-Wild-Wild-Life/master/39400
1997-07-04:Sol 23,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Blues Brothers,Rawhide,,Rock,Blues Rock,1989.0,https://api.discogs.com/masters/1016879,https://www.discogs.com/The-Blues-Brothers-Theme-From-Rawhide/release/2827884
1997-07-04:Sol 24,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Golden Earring,Radar Love,,Rock,Classic Rock,1973.0,https://api.discogs.com/masters/104226,https://www.discogs.com/Golden-Earring-Radar-Love/release/10817423
1997-07-04:Sol 25,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Bim Skala Bim,Wise Up,,,,,,
1997-07-04:Sol 26,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Van Halen,Dreams,,Rock,Classic Rock,1986.0,https://api.discogs.com/masters/61524,https://www.discogs.com/Van-Halen-Dreams/master/61524
1997-07-04:Sol 27,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,The Rembrandts,I'Ll Be There For You (Theme From Friends),,Rock,Pop Rock,1995.0,https://api.discogs.com/masters/125460,https://www.discogs.com/The-Rembrandts-Ill-Be-There-For-You-Theme-From-Friends/release/3510502
1997-07-04:Sol 28,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,The Kinks,Long Distance,,,,,,
1997-07-04:Sol 29,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Pink Floyd,Learning To Fly,,Rock,Classic Rock,1987.0,https://api.discogs.com/masters/715143,https://www.discogs.com/Pink-Floyd-Learning-To-Fly/master/715143
1997-07-04:Sol 30,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Frank Sinatra,The Way You Look Tonight,,,,,,
1997-07-04:Sol 30,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Louis Armstrong,"Fantastic, That's You",,,,,,
1997-07-04:Sol 32,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Paul Simon,Love Me Like A Rock,,Rock,Pop Rock,1973.0,https://api.discogs.com/masters/113666,https://www.discogs.com/Paul-Simon-Loves-Me-Like-A-Rock/release/6733591
1997-07-04:Sol 33,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,"Blood, Sweat & Tears",You'Ve Made Me So Very Happy,,Rock,Blues Rock,1969.0,https://api.discogs.com/masters/417935,https://www.discogs.com/Blood-Sweat-Tears-Youve-Made-Me-So-Very-Happy/master/417935
1997-07-04:Sol 34,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Sort Sol,Let Your Fingers Do The Walking,,Rock,Alternative Rock,1994.0,,https://www.discogs.com/Sort-Sol-Let-Your-Fingers-Do-The-Walking/release/2107161
1997-07-04:Sol 35,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Gene Lockhart (father of June Lockhart of Lost in Space),The World Is Waiting For The Sunrise,,,,,,
1997-07-04:Sol 36,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Pink Floyd,Obscured By Clouds,,Rock,Soundtrack,1972.0,https://api.discogs.com/masters/14720,https://www.discogs.com/Pink-Floyd-Obscured-By-Clouds/master/14720
1997-07-04:Sol 37,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,U2,Where The Streets Have No Name,,Rock,Pop Rock,1987.0,https://api.discogs.com/masters/62730,https://www.discogs.com/U2-Where-The-Streets-Have-No-Name/master/62730
1997-07-04:Sol 39,MARS PATHFINDER & SOJOURNER ROVER,MARS PATHFINDER,Tempus Fugit and the Time Travellers,Mars Rovin',,,,,,
2004-01-04:Sol 2,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The Beatles,"Good Morning, Good Morning",,Rock,Pop Rock,,,https://www.discogs.com/The-Beatles-All-You-Need-Is-Love-Baby-Youre-A-Rich-Man-Good-Morning-Good-Morning-A-Little-Help-From-/release/10398649
2004-01-04:Sol 3,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Rodgers and Hammerstein,Oh What A Beautiful Morning,,,,,,
2004-01-04:Sol 4,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Mormon Tabernacle Choir,Hail To The Chief,Presidential phone call.,,,,,
2004-01-04:Sol 5,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The Rolling Stones,Satisfaction,"I can't get no ..., Air bags not cooperating.",Rock,Rock & Roll,1979.0,https://api.discogs.com/masters/580431,https://www.discogs.com/The-Rolling-Stones-Satisfaction/master/580431
2004-01-04:Sol 6,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Bob Marley,"Get Up, Stand Up",Lift mechanism actuated.,Reggae,,2006.0,https://api.discogs.com/masters/1551464,https://www.discogs.com/Bob-Marley-Get-Up-Stand-Up/master/1551464
2004-01-04:Sol 7,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Casaca,Da Da Da,"Brazilian song suggested by investigator from Brazil, RRGTM student that week from Brazil.",Rock,Pop Rock,2002.0,,https://www.discogs.com/Casaca-Da-Da-Da/release/10416311
2004-01-04:Sol 8,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Cheryl Crow,Soak Up The Sun,Laid-back sol.,,,,,
2004-01-04:Sol 9,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Jimmy Cliff,I Can See Clearly Now,Picture taking sol.,Reggae,,1993.0,https://api.discogs.com/masters/172726,https://www.discogs.com/Jimmy-Cliff-I-Can-See-Clearly-Now/release/2552722
2004-01-04:Sol 10,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Van Halen,Unchained,"Cable-cutting, backup on landing deck. start turn on deck.",Rock,Hard Rock,1981.0,https://api.discogs.com/masters/371365,https://www.discogs.com/Van-Halen-Unchained/master/371365
2004-01-04:Sol 10,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Buster Poindexter,Hit The Road Jack,Ibid.,Rock,Soundtrack,1988.0,https://api.discogs.com/masters/297251,https://www.discogs.com/Buster-Poindexter-And-His-Banshees-Of-Blue-Hit-The-Road-Jack/release/5675984
2004-01-04:Sol 10,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The Byrds,Turn! Turn! Turn!,Ibid.,Rock,Folk Rock,1966.0,https://api.discogs.com/masters/29978,https://www.discogs.com/The-Byrds-Turn-Turn-Turn/release/2176700
2004-01-04:Sol 11,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The Beach Boys,I Get Around,Rest of turn on landing deck.,Rock,Surf,2005.0,https://api.discogs.com/masters/1649737,https://www.discogs.com/The-Beach-Boys-I-Get-Around/master/1649737
2004-01-04:Sol 11,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Ratt,Round And Round,Ibid.,Rock,Hard Rock,1985.0,https://api.discogs.com/masters/1415100,https://www.discogs.com/Ratt-Round-And-Round/master/1415100
2004-01-04:Sol 11,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Dead or Alive,You Spin Me Round,Ibid.,Electronic,Hi NRG,1985.0,https://api.discogs.com/masters/76420,https://www.discogs.com/Dead-Or-Alive-You-Spin-Me-Round/release/13146894
2004-01-04:Sol 12,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Steppenwolf,Born To Be Wild,Egress.,Rock,,1991.0,https://api.discogs.com/masters/644596,https://www.discogs.com/Steppenwolf-Born-To-Be-Wild/master/644596
2004-01-04:Sol 12,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Riders in the Sky,Rawhide,Ibid.,,,,,
2004-01-04:Sol 12,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The Baha Men,Who Let The Dogs Out?,Ibid.,,,,,
2004-01-04:Sol 13,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Four Tops,Reach Out,First robotic arm activity.,Funk / Soul,Soul,2006.0,https://api.discogs.com/masters/1130405,https://www.discogs.com/Four-Tops-The-Reach-Out/master/1130405
2004-01-04:Sol 14,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The Platters,You'Ve Got The Magic Touch,Touching robotic arm down on Mars.,Funk / Soul,Rhythm & Blues,1956.0,https://api.discogs.com/masters/710957,https://www.discogs.com/The-Platters-Youve-Got-The-Magic-Touch/release/10123840
2004-01-04:Sol 15,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Sting,If You Love Somebody Set Them Free,"Last engineering activities, first drive on the surface.",Rock,Pop Rock,2002.0,https://api.discogs.com/masters/1090307,https://www.discogs.com/Sting-If-You-Love-Somebody-Set-Them-Free/master/1090307
2004-01-04:Sol 15,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The B-52's,Roam,Ibid.,,,,,
2004-01-04:Sol 15,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The Cars,Good Times Roll,Ibid.,Rock,New Wave,1979.0,https://api.discogs.com/masters/313557,https://www.discogs.com/The-Cars-Good-Times-Roll/master/313557
2004-01-04:Sol 16,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Eric Clapton,After Midnight,"Crew starts Mars day after California midnight, part of the sol dedicated to deleting contents of flash.",Rock,Classic Rock,1983.0,https://api.discogs.com/masters/1597957,https://www.discogs.com/Eric-Clapton-After-Midnight/master/1597957
2004-01-04:Sol 16,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Weird Al Yankovic,Trash Day,Ibid.,,,,,
2004-01-04:Sol 17,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Queen,We Will Rock You,First arm activities and observations on a rock.,Rock,Hard Rock,1993.0,https://api.discogs.com/masters/764637,https://www.discogs.com/Queen-We-Will-We-Will-Rock-You/release/10834336
2004-01-04:Sol 18,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Peter Gabriel,Sledgehammer,"Intended first [Rock Abrasion Tool] RAT sol, though ran into problems later, to put it mildly.",Electronic,Synth-pop,1986.0,https://api.discogs.com/masters/483508,https://www.discogs.com/Peter-Gabriel-Sledgehammer/master/483508
2004-01-04:Sol 19,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,ABBA,S.O.S.,Objective was to regain contact with Spirit after a loss of communications. We did.,Electronic,Europop,2001.0,https://api.discogs.com/masters/1520754,https://www.discogs.com/ABBA-SOS/master/1520754
2004-01-04:Sol 20,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,Unidentified,"Baby, Talk To Me, From The Musical Bye Bye Birdie",(Objective was to get Spirit to send data. She did.,,,,,
2004-01-04:Sol 21,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The Hooters,Satellite,"A rousing lullaby for when we were trying, and succeeded, to get the rover to go to sleep.",Rock,Pop Rock,1987.0,https://api.discogs.com/masters/68421,https://www.discogs.com/Hooters-Satellite/release/6055143
2004-01-04:Sol 22,MARS SPIRIT AND OPPORTUNITY,MARS SPIRIT,The Beatles,We Can Work It Out,Beginning debugging activities to get Spirit back to normal.,Rock,Pop Rock,,https://api.discogs.com/masters/1280230,https://www.discogs.com/The-Beatles-We-Can-Work-It-Out/master/1280230
